"","virus","antigen","affinity","dcy","covi","n","cv","cv_se","cv_t","I","I_se","I_t","Pr_t_I","Pr_t_cv"
"870","WT","N","IgG2","CoronaVac","Allergic.disease",62,-0.0468711554333873,0.133598994918657,-0.350834641098349,0.235679207345205,0.12856675424475,1.83312714651368,0.071830142851767,0.726962038810286
"871","WT","N","IgG2","CoronaVac","Neurological.disease",62,-0.000657900508913797,0.00134222686958673,-0.490155966789999,0.217728936369549,0.117082385331815,1.85962163097804,0.067843716002154,0.62581116264314
"872","WT","N","R3b","CoronaVac","Age",60,-0.000695997695238747,0.0006870206371906,-1.01306664976595,0.0203440959101442,0.0284000742559065,0.716339532313483,0.476706493706056,0.315309454078517
"873","WT","N","R3b","CoronaVac","Sex",60,-0.0105566034305017,0.0183061976906433,-0.576668274258693,0.00015893392313387,0.017049100154329,0.0093221297133101,0.992594675398074,0.566434037449614
"874","WT","N","R3b","CoronaVac","Immunosupressive.drugs",60,2.59894009780986e-05,0.00018076340186735,0.143775790395727,-0.00371299908552561,0.015580872037686,-0.238304959860067,0.812484509552377,0.886175905406152
"875","WT","N","R3b","CoronaVac","Obesity",60,-0.0451760579476113,0.0247420164368618,-1.82588424281805,0.0013187386952493,0.0155231197505493,0.0849531999005959,0.932596285693742,0.0731072914348509
"876","WT","N","R3b","CoronaVac","Hypertension",60,-0.105850215645959,0.0316977650066063,-3.33935896186681,0.00373535883793999,0.0145457320359564,0.256801020994085,0.798257071339389,0.001485027193487
"877","WT","N","R3b","CoronaVac","Cardiovascular",60,2.59894009780986e-05,0.00018076340186735,0.143775790395727,-0.00371299908552561,0.015580872037686,-0.238304959860067,0.812484509552377,0.886175905406152
"878","WT","N","R3b","CoronaVac","Chronic.pulmonary.disease",60,2.59894009780986e-05,0.00018076340186735,0.143775790395727,-0.00371299908552561,0.015580872037686,-0.238304959860067,0.812484509552377,0.886175905406152
"879","WT","N","R3b","CoronaVac","Asthma",60,-0.0351262999063645,0.0284876803684017,-1.23303475228985,0.000716348092285263,0.0159219660949569,0.0449911831248126,0.964271588533801,0.222623913574585
"880","WT","N","R3b","CoronaVac","Rheumatologic.disease",60,2.59894009780986e-05,0.00018076340186735,0.143775790395727,-0.00371299908552561,0.015580872037686,-0.238304959860067,0.812484509552377,0.886175905406152
"881","WT","N","R3b","CoronaVac","Immunocompromise",60,2.59894009780986e-05,0.00018076340186735,0.143775790395727,-0.00371299908552561,0.015580872037686,-0.238304959860067,0.812484509552377,0.886175905406152
"882","WT","N","R3b","CoronaVac","Smoker",60,-0.0917109519097322,0.0261385774357126,-3.50864357998417,0.00628527989624987,0.0145350621964367,0.432421947103241,0.667066406721566,0.000886685293112195
"883","WT","N","R3b","CoronaVac","Allergic.disease",60,-0.0105325628775524,0.0174056565223703,-0.60512298769171,0.000248400623730907,0.0169794480496351,0.0146294875431033,0.988378860638146,0.547498975559707
"884","WT","N","R3b","CoronaVac","Neurological.disease",60,2.59894009780986e-05,0.00018076340186735,0.143775790395727,-0.00371299908552561,0.015580872037686,-0.238304959860067,0.812484509552377,0.886175905406152
"885","WT","N","R3av","CoronaVac","Age",59,-0.00304999621968724,0.00207679183039519,-1.46860950387447,0.29441254172374,0.0847117954605671,3.47546100425633,0.000992241294049668,0.147533927548968
"886","WT","N","R3av","CoronaVac","Sex",59,0.0042011359800864,0.0473017217088631,0.0888157096256227,0.18322552134729,0.0435379111394479,4.20841323233067,9.39284167997835e-05,0.929545244770101
"887","WT","N","R3av","CoronaVac","Immunosupressive.drugs",59,-0.00156952138194217,0.000464519335354469,-3.37880743057657,0.184622257440499,0.0402435976179222,4.58761811489435,2.5060456805451e-05,0.00131849309544782
"888","WT","N","R3av","CoronaVac","Obesity",59,-0.116209178183785,0.054847748901622,-2.11875930208593,0.203304459817515,0.040048432157828,5.07646489171677,4.55188195699799e-06,0.038560018090976
"889","WT","N","R3av","CoronaVac","Hypertension",59,-0.0820274955647845,0.0699374811863851,-1.17286888479983,0.19428505260668,0.0409489797593857,4.74456393659354,1.48386881041439e-05,0.2458133361852
"890","WT","N","R3av","CoronaVac","Cardiovascular",59,-0.00156952138194217,0.000464519335354469,-3.37880743057657,0.184622257440499,0.0402435976179222,4.58761811489435,2.5060456805451e-05,0.00131849309544782
"891","WT","N","R3av","CoronaVac","Chronic.pulmonary.disease",59,-0.00156952138194217,0.000464519335354469,-3.37880743057657,0.184622257440499,0.0402435976179222,4.58761811489435,2.5060456805451e-05,0.00131849309544782
"892","WT","N","R3av","CoronaVac","Asthma",59,0.0283239334154372,0.0624367930690757,0.453641707448068,0.181611129548453,0.0410669057119189,4.42232319187719,4.54604517955851e-05,0.651839875835894
"893","WT","N","R3av","CoronaVac","Rheumatologic.disease",59,-0.00156952138194217,0.000464519335354469,-3.37880743057657,0.184622257440499,0.0402435976179222,4.58761811489435,2.5060456805451e-05,0.00131849309544782
"894","WT","N","R3av","CoronaVac","Immunocompromise",59,-0.00156952138194217,0.000464519335354469,-3.37880743057657,0.184622257440499,0.0402435976179222,4.58761811489435,2.5060456805451e-05,0.00131849309544782
"895","WT","N","R3av","CoronaVac","Smoker",59,-0.0364709795500011,0.0592835650066681,-0.61519545165509,0.189875092034128,0.0413558607666299,4.59124991027483,2.53714755947843e-05,0.540917703188595
"896","WT","N","R3av","CoronaVac","Allergic.disease",59,-0.0751199275636466,0.0417329768341766,-1.80001364058287,0.216175957249267,0.0431925626496468,5.00493473848177,5.88499223255113e-06,0.077245786770554
"897","WT","N","R3av","CoronaVac","Neurological.disease",59,-0.00156952138194217,0.000464519335354469,-3.37880743057657,0.184622257440499,0.0402435976179222,4.58761811489435,2.5060456805451e-05,0.00131849309544782
"898","WT","Spike","R2a","Pfizer","Age",27,-0.0254117533203301,0.0143630455297181,-1.76924547567238,6.07691477348408,0.517513595157782,11.7425219942895,1.95564055330444e-11,0.0895605929036338
"899","WT","Spike","R2a","Pfizer","Sex",27,-0.402597456913948,0.383784885490801,-1.04901853130326,5.50330690151918,0.365010599313606,15.0771153272481,9.70916203347288e-14,0.304619055358431
"900","WT","Spike","R2a","Pfizer","Immunosupressive.drugs",27,-0.019872264777504,0.00334834326024089,-5.9349544634424,5.37065744769869,0.3430946135665,15.6535755308724,1.99346260130067e-14,3.39983839874909e-06
"901","WT","Spike","R2a","Pfizer","Obesity",27,-0.564031216468216,0.379957813497386,-1.48445747509834,5.40553186727274,0.335944740037975,16.0905387792698,2.33273442406759e-14,0.150704011354438
"902","WT","Spike","R2a","Pfizer","Hypertension",27,-0.747681947649802,0.435077190516373,-1.71850412742257,5.39997820059395,0.330869297876431,16.3205780507645,1.70538737123267e-14,0.0985805277766311
"903","WT","Spike","R2a","Pfizer","Cardiovascular",27,-0.019872264777504,0.00334834326024089,-5.9349544634424,5.37065744769869,0.3430946135665,15.6535755308724,1.99346260130067e-14,3.39983839874909e-06
"904","WT","Spike","R2a","Pfizer","Chronic.pulmonary.disease",27,-0.019872264777504,0.00334834326024089,-5.9349544634424,5.37065744769869,0.3430946135665,15.6535755308724,1.99346260130067e-14,3.39983839874909e-06
"905","WT","Spike","R2a","Pfizer","Asthma",27,0.62683588943057,0.367580942612342,1.70530029379582,5.21219530015829,0.343513558192465,15.1731865478159,8.45323278452249e-14,0.1010504682709
"906","WT","Spike","R2a","Pfizer","Rheumatologic.disease",27,0.32815254030787,0.61925795489971,0.529912514989033,5.36817057533515,0.348170361910519,15.4182295870284,5.95637035634947e-14,0.601041146845613
"907","WT","Spike","R2a","Pfizer","Immunocompromise",27,-0.019872264777504,0.00334834326024089,-5.9349544634424,5.37065744769869,0.3430946135665,15.6535755308724,1.99346260130067e-14,3.39983839874909e-06
"908","WT","Spike","R2a","Pfizer","Smoker",27,-0.782187888214445,0.303595489172001,-2.57641472324808,5.63844366296414,0.326887601162893,17.2488758916078,4.99802322679514e-15,0.0165628791002734
"909","WT","Spike","R2a","Pfizer","Allergic.disease",27,0.824949628660273,0.284477705530695,2.89987444577186,4.96041534728614,0.332890533544223,14.9010405747305,1.25387799293329e-13,0.00786249681559886
"910","WT","Spike","R2a","Pfizer","Neurological.disease",27,-0.019872264777504,0.00334834326024089,-5.9349544634424,5.37065744769869,0.3430946135665,15.6535755308724,1.99346260130067e-14,3.39983839874909e-06
"911","WT","Spike","IgG4","Pfizer","Age",15,-0.0189617562239727,0.0186221096510034,-1.01823888803871,0.0239738560047954,1.0783029568667,0.0222329502595986,0.982627553455909,0.328654988220316
"912","WT","Spike","IgG4","Pfizer","Sex",15,0.414680749482516,0.439929425721396,0.942607439369446,-0.22606297039844,1.11493494099403,-0.202758889408284,0.842720657347102,0.364472424054047
"913","WT","Spike","IgG4","Pfizer","Immunosupressive.drugs",15,0.0123383898158615,0.0170446611406117,0.723885896825681,0.0179236932969138,1.07981212994123,0.0165988997529499,0.987008651022905,0.481959931552841
"914","WT","Spike","IgG4","Pfizer","Obesity",15,-0.545157945637524,0.522382584231065,-1.04359900596607,-0.631723250460734,1.24321006612964,-0.508138783357356,0.620567215771082,0.317239352911316
"915","WT","Spike","IgG4","Pfizer","Hypertension",15,-0.0692800399446377,0.590608255714707,-0.117302864080016,-0.0371154827481234,1.21731987536365,-0.0304895069071602,0.976177893661712,0.908560524462678
"916","WT","Spike","IgG4","Pfizer","Cardiovascular",15,0.0123383898158615,0.0170446611406117,0.723885896825681,0.0179236932969138,1.07981212994123,0.0165988997529499,0.987008651022905,0.481959931552841
"917","WT","Spike","IgG4","Pfizer","Chronic.pulmonary.disease",15,0.0123383898158615,0.0170446611406117,0.723885896825681,0.0179236932969138,1.07981212994123,0.0165988997529499,0.987008651022905,0.481959931552841
"918","WT","Spike","IgG4","Pfizer","Asthma",15,0.921404197159527,0.309398027027833,2.9780545338663,-0.38185747738474,0.86276566303503,-0.442596980553729,0.665929687114589,0.011527352036097
"919","WT","Spike","IgG4","Pfizer","Rheumatologic.disease",15,0.462039259200061,0.885412073852086,0.521835281949462,0.407068118970113,1.33837003565426,0.304152146361466,0.766221670397037,0.6112818274976
"920","WT","Spike","IgG4","Pfizer","Immunocompromise",15,0.0123383898158615,0.0170446611406117,0.723885896825681,0.0179236932969138,1.07981212994123,0.0165988997529499,0.987008651022905,0.481959931552841
"921","WT","Spike","IgG4","Pfizer","Smoker",15,-0.356825313744111,0.405044287818404,-0.880953822768362,0.331534762195279,1.14593158931658,0.289314619900653,0.777278297482478,0.395644690988764
"922","WT","Spike","IgG4","Pfizer","Allergic.disease",15,0.869593415982862,0.268616598302919,3.23730335905088,-0.372129421782088,0.829938588370121,-0.44838187667945,0.661866254251008,0.00712216941562889
"923","WT","Spike","IgG4","Pfizer","Neurological.disease",15,0.0123383898158615,0.0170446611406117,0.723885896825681,0.0179236932969138,1.07981212994123,0.0165988997529499,0.987008651022905,0.481959931552841
"924","WT","Spike","C1q","Pfizer","Age",29,-0.00191732663468091,0.00130022271639685,-1.47461401073977,0.0950556848483085,0.0470718403197798,2.01937473025387,0.0538682930567996,0.152323259796399
"925","WT","Spike","C1q","Pfizer","Sex",29,0.0238426509239845,0.034266221500041,0.695806245341523,0.0333403350054413,0.032208478426578,1.03514157247271,0.310135271733439,0.492723438816152
"926","WT","Spike","C1q","Pfizer","Immunosupressive.drugs",29,-0.000229322817964727,0.000293000376958046,-0.782670726725935,0.0408643718441155,0.030047800843717,1.35997879034998,0.185085126106642,0.440631476215404
"927","WT","Spike","C1q","Pfizer","Obesity",29,0.0253805439544328,0.0345364743172826,0.734890994409698,0.0394466168474611,0.0303683843663846,1.2989369592913,0.20536757290318,0.468983051689611
"928","WT","Spike","C1q","Pfizer","Hypertension",29,-0.0784022756987828,0.0377010798105254,-2.07957639655972,0.04363154449173,0.0283840600641263,1.53718475768287,0.136329954667774,0.0475655441002781
"929","WT","Spike","C1q","Pfizer","Cardiovascular",29,-0.000229322817964727,0.000293000376958046,-0.782670726725935,0.0408643718441155,0.030047800843717,1.35997879034998,0.185085126106642,0.440631476215404
"930","WT","Spike","C1q","Pfizer","Chronic.pulmonary.disease",29,-0.000229322817964727,0.000293000376958046,-0.782670726725935,0.0408643718441155,0.030047800843717,1.35997879034998,0.185085126106642,0.440631476215404
"931","WT","Spike","C1q","Pfizer","Asthma",29,0.0421457680025189,0.0332812270174055,1.26635258911811,0.0307005394450839,0.0307821983925712,0.99734720222234,0.327788194522332,0.216615348299899
"932","WT","Spike","C1q","Pfizer","Rheumatologic.disease",29,-0.0431355368511714,0.054560101053393,-0.790605882656973,0.0411221018206234,0.0302603883987664,1.35894163943711,0.185837792362284,0.436326535265965
"933","WT","Spike","C1q","Pfizer","Immunocompromise",29,-0.000229322817964727,0.000293000376958046,-0.782670726725935,0.0408643718441155,0.030047800843717,1.35997879034998,0.185085126106642,0.440631476215404
"934","WT","Spike","C1q","Pfizer","Smoker",29,0.00339741833323224,0.0299953752026645,0.11326473865646,0.0397568411189604,0.0321363945614003,1.23712823611872,0.227097074242356,0.91069071659111
"935","WT","Spike","C1q","Pfizer","Allergic.disease",29,0.0196003646367525,0.0284888837070274,0.688000443903587,0.0315551107315752,0.0332252456733245,0.949732954327252,0.350993252368891,0.497545256099682
"936","WT","Spike","C1q","Pfizer","Neurological.disease",29,-0.000229322817964727,0.000293000376958046,-0.782670726725935,0.0408643718441155,0.030047800843717,1.35997879034998,0.185085126106642,0.440631476215404
"937","WT","Spike","R2b","Pfizer","Age",28,-0.0546603062681489,0.0187098642449704,-2.92146995576639,5.79685332022654,0.682735987594314,8.49062218128022,7.80525468464081e-09,0.00728603933350725
"938","WT","Spike","R2b","Pfizer","Sex",28,0.0682187388391562,0.583999917561649,0.116812925460653,4.22268008671179,0.52106289587143,8.10397385837605,1.85536141767642e-08,0.907941662364807
"939","WT","Spike","R2b","Pfizer","Immunosupressive.drugs",28,-0.0297514529871808,0.00454871243905593,-6.54063174706987,4.24169012437904,0.48551741061094,8.73643258033035,3.26339446290622e-09,6.19514066482304e-07
"940","WT","Spike","R2b","Pfizer","Obesity",28,-1.0160740686878,0.507088993484379,-2.00373914982066,4.33911082646406,0.462164900724187,9.38866369917947,1.1274598773145e-09,0.0560484554088334
"941","WT","Spike","R2b","Pfizer","Hypertension",28,-0.893495946763034,0.612621347117167,-1.45847994192104,4.29702616135833,0.476835341468288,9.01155134207708,2.50819352486189e-09,0.157158373841337
"942","WT","Spike","R2b","Pfizer","Cardiovascular",28,-0.0297514529871808,0.00454871243905593,-6.54063174706987,4.24169012437904,0.48551741061094,8.73643258033035,3.26339446290622e-09,6.19514066482304e-07
"943","WT","Spike","R2b","Pfizer","Chronic.pulmonary.disease",28,-0.0297514529871808,0.00454871243905593,-6.54063174706987,4.24169012437904,0.48551741061094,8.73643258033035,3.26339446290622e-09,6.19514066482304e-07
"944","WT","Spike","R2b","Pfizer","Asthma",28,0.494133890846353,0.533514371896303,0.926186653772836,4.10076232357797,0.51007421896389,8.03954046512646,2.14749883646226e-08,0.36320427100819
"945","WT","Spike","R2b","Pfizer","Rheumatologic.disease",28,-0.48146168665579,0.86037429328134,-0.559595620668264,4.25085726216524,0.492333008639188,8.63410981505108,5.68892208353124e-09,0.58073487582263
"946","WT","Spike","R2b","Pfizer","Immunocompromise",28,-0.0297514529871808,0.00454871243905593,-6.54063174706987,4.24169012437904,0.48551741061094,8.73643258033035,3.26339446290622e-09,6.19514066482304e-07
"947","WT","Spike","R2b","Pfizer","Smoker",28,-0.423804123789536,0.483771416932862,-0.876042091276245,4.37252441121547,0.510057958273505,8.57260305479014,6.51273806035961e-09,0.389347165989576
"948","WT","Spike","R2b","Pfizer","Allergic.disease",28,0.919652149366831,0.428586634860783,2.14577888007534,3.80591722304507,0.498267115237061,7.63830705792079,5.40441649069168e-08,0.0417902455900457
"949","WT","Spike","R2b","Pfizer","Neurological.disease",28,-0.0297514529871808,0.00454871243905593,-6.54063174706987,4.24169012437904,0.48551741061094,8.73643258033035,3.26339446290622e-09,6.19514066482304e-07
"950","WT","Spike","IgM","Pfizer","Age",29,-0.0273905069994378,0.00976535040514297,-2.80486678542661,2.25527563757169,0.351847492760363,6.40981017053237,8.62713226639512e-07,0.00940004369121674
"951","WT","Spike","IgM","Pfizer","Sex",29,0.499164862850066,0.268150721651555,1.86150855673885,1.32104449535193,0.252761830393949,5.22643982001944,1.85050628977159e-05,0.0740144827517968
"952","WT","Spike","IgM","Pfizer","Immunosupressive.drugs",29,-0.00842643967712504,0.00235298051822216,-3.58117698462365,1.48663547330628,0.247156437759363,6.01495751752864,2.03390338404445e-06,0.00132495586283497
"953","WT","Spike","IgM","Pfizer","Obesity",29,-0.12058209490744,0.307009784369054,-0.392763035729472,1.49045490262043,0.251308949087934,5.9307673205816,2.94373084449604e-06,0.697696219451394
"954","WT","Spike","IgM","Pfizer","Hypertension",29,-0.370649265385184,0.373315977744334,-0.99285668838697,1.48798299351246,0.24722534488935,6.0187315915301,2.34593412444031e-06,0.329930655877358
"955","WT","Spike","IgM","Pfizer","Cardiovascular",29,-0.00842643967712504,0.00235298051822216,-3.58117698462365,1.48663547330628,0.247156437759363,6.01495751752864,2.03390338404445e-06,0.00132495586283497
"956","WT","Spike","IgM","Pfizer","Chronic.pulmonary.disease",29,-0.00842643967712504,0.00235298051822216,-3.58117698462365,1.48663547330628,0.247156437759363,6.01495751752864,2.03390338404445e-06,0.00132495586283497
"957","WT","Spike","IgM","Pfizer","Asthma",29,-0.0916363885851575,0.302242789602505,-0.303188005595347,1.50609973663135,0.259487492575241,5.80413229818636,4.08622573206924e-06,0.764159327484578
"958","WT","Spike","IgM","Pfizer","Rheumatologic.disease",29,-0.502994735848875,0.62957788197494,-0.798939655044769,1.47006564685605,0.24969155759374,5.88752643871088,3.29204126076391e-06,0.431563655912926
"959","WT","Spike","IgM","Pfizer","Immunocompromise",29,-0.00842643967712504,0.00235298051822216,-3.58117698462365,1.48663547330628,0.247156437759363,6.01495751752864,2.03390338404445e-06,0.00132495586283497
"960","WT","Spike","IgM","Pfizer","Smoker",29,0.31171881811173,0.239460113160967,1.30175674769764,1.37632697236958,0.258330873266107,5.32776804788574,1.41782441676658e-05,0.204415717160507
"961","WT","Spike","IgM","Pfizer","Allergic.disease",29,-0.0326219815039267,0.242048050075997,-0.134774816379162,1.50165438724045,0.275335644454793,5.45390477943369,1.01847132497596e-05,0.893827855368405
"962","WT","Spike","IgM","Pfizer","Neurological.disease",29,-0.00842643967712504,0.00235298051822216,-3.58117698462365,1.48663547330628,0.247156437759363,6.01495751752864,2.03390338404445e-06,0.00132495586283497
"963","WT","Spike","IgG3","Pfizer","Age",30,0.00345465029287903,0.011858170056224,0.291330810445393,3.23170989357629,0.427498913779731,7.55957451447801,3.93379125293947e-08,0.77302478418932
"964","WT","Spike","IgG3","Pfizer","Sex",30,-0.491198131688576,0.287920175170248,-1.70602192568871,3.48717742915869,0.270078089789115,12.9117376084879,4.56253353128669e-13,0.099483414035217
"965","WT","Spike","IgG3","Pfizer","Immunosupressive.drugs",30,-0.0149999647733007,0.00251060497357954,-5.97464154303584,3.32907197391939,0.262191794327326,12.6970868118142,3.88668794013253e-13,1.95931152534966e-06
"966","WT","Spike","IgG3","Pfizer","Obesity",30,-0.274099083173928,0.298948739965531,-0.9168765294195,3.34815469504378,0.263763427435139,12.6937791474791,6.78524244304718e-13,0.367324960854414
"967","WT","Spike","IgG3","Pfizer","Hypertension",30,0.842326037986604,0.316346612047487,2.66266811752725,3.29156856413803,0.238038649311391,13.8278744802999,9.06626687126311e-14,0.0129046287384679
"968","WT","Spike","IgG3","Pfizer","Cardiovascular",30,-0.0149999647733007,0.00251060497357954,-5.97464154303584,3.32907197391939,0.262191794327326,12.6970868118142,3.88668794013253e-13,1.95931152534966e-06
"969","WT","Spike","IgG3","Pfizer","Chronic.pulmonary.disease",30,-0.0149999647733007,0.00251060497357954,-5.97464154303584,3.32907197391939,0.262191794327326,12.6970868118142,3.88668794013253e-13,1.95931152534966e-06
"970","WT","Spike","IgG3","Pfizer","Asthma",30,-0.0156219756457479,0.300042424233682,-0.0520658893009777,3.33297123725787,0.277294296202133,12.0196170022492,2.39064205762207e-12,0.958859498316513
"971","WT","Spike","IgG3","Pfizer","Rheumatologic.disease",30,0.298587223125453,0.479851412380796,0.622249336818671,3.32581008653228,0.265160741713268,12.5426187339929,8.96118828405899e-13,0.538997777788564
"972","WT","Spike","IgG3","Pfizer","Immunocompromise",30,-0.0149999647733007,0.00251060497357954,-5.97464154303584,3.32907197391939,0.262191794327326,12.6970868118142,3.88668794013253e-13,1.95931152534966e-06
"973","WT","Spike","IgG3","Pfizer","Smoker",30,-0.0192036287701532,0.261624906827515,-0.0734013783435912,3.33559508045523,0.281378936337545,11.8544590574961,3.27936239505246e-12,0.942027810754544
"974","WT","Spike","IgG3","Pfizer","Allergic.disease",30,-0.217079135044389,0.247135731367265,-0.878380207683486,3.43532973622404,0.289730562695785,11.8569808592513,3.26349856622115e-12,0.387487557241477
"975","WT","Spike","IgG3","Pfizer","Neurological.disease",30,-0.0149999647733007,0.00251060497357954,-5.97464154303584,3.32907197391939,0.262191794327326,12.6970868118142,3.88668794013253e-13,1.95931152534966e-06
"976","WT","Spike","IgA1","Pfizer","Age",30,-0.0385842545979602,0.00937650966161701,-4.11499118439624,2.92769388044809,0.338032569644462,8.66098164306295,2.82057791897798e-09,0.000326274567920409
"977","WT","Spike","IgA1","Pfizer","Sex",30,0.506955390317264,0.28916637235096,1.75316163562053,1.6771001493382,0.271247061549668,6.18292467301476,1.3083576601233e-06,0.0909228577301902
"978","WT","Spike","IgA1","Pfizer","Immunosupressive.drugs",30,-0.0082250618771435,0.00252833544366345,-3.25315293813456,1.84027750609359,0.264043453116538,6.96960096670669,1.40697694228065e-07,0.00297549756536072
"979","WT","Spike","IgA1","Pfizer","Obesity",30,-0.408111034784506,0.295449607306534,-1.38132197400785,1.86869011139823,0.260676131521821,7.16862760118795,1.04068080533414e-07,0.178505579292448
"980","WT","Spike","IgA1","Pfizer","Hypertension",30,-0.511944299375371,0.344147490706536,-1.48757237289264,1.8630711227917,0.258957740440069,7.19449868393826,9.75226544732268e-08,0.148450376908727
"981","WT","Spike","IgA1","Pfizer","Cardiovascular",30,-0.0082250618771435,0.00252833544366345,-3.25315293813456,1.84027750609359,0.264043453116538,6.96960096670669,1.40697694228065e-07,0.00297549756536072
"982","WT","Spike","IgA1","Pfizer","Chronic.pulmonary.disease",30,-0.0082250618771435,0.00252833544366345,-3.25315293813456,1.84027750609359,0.264043453116538,6.96960096670669,1.40697694228065e-07,0.00297549756536072
"983","WT","Spike","IgA1","Pfizer","Asthma",30,-0.337848995067946,0.295098618810807,-1.14486810012671,1.9246050092396,0.272725312169965,7.05693576414412,1.37885000777612e-07,0.262311425594397
"984","WT","Spike","IgA1","Pfizer","Rheumatologic.disease",30,-0.216326497078584,0.484908972280757,-0.446117744658545,1.84264074409464,0.267955495046762,6.87666712628183,2.17818376102428e-07,0.659069458216901
"985","WT","Spike","IgA1","Pfizer","Immunocompromise",30,-0.0082250618771435,0.00252833544366345,-3.25315293813456,1.84027750609359,0.264043453116538,6.96960096670669,1.40697694228065e-07,0.00297549756536072
"986","WT","Spike","IgA1","Pfizer","Smoker",30,0.583099831343021,0.238408997319347,2.44579624888051,1.64220961140518,0.256410105950828,6.40462124265925,7.33773439253143e-07,0.0212538081327215
"987","WT","Spike","IgA1","Pfizer","Allergic.disease",30,0.306593015809173,0.245418775945991,1.24926470938248,1.69020371944681,0.287717683143415,5.87452151352241,2.94659829139287e-06,0.222290476004875
"988","WT","Spike","IgA1","Pfizer","Neurological.disease",30,-0.0082250618771435,0.00252833544366345,-3.25315293813456,1.84027750609359,0.264043453116538,6.96960096670669,1.40697694228065e-07,0.00297549756536072
"989","WT","Spike","IgG1","Pfizer","Age",19,-0.0390656890753303,0.0370610644348875,-1.05408977510521,7.71024929242503,1.18285055896213,6.51836297832101,7.0820950322296e-06,0.30750038895398
"990","WT","Spike","IgG1","Pfizer","Sex",19,0.387021655704024,0.819669519352064,0.47216792447029,6.52458328394388,0.795095123440843,8.20604112839754,3.98092425065647e-07,0.643182494970944
"991","WT","Spike","IgG1","Pfizer","Immunosupressive.drugs",19,-0.0199389651986803,0.00713366241094137,-2.79505309476078,6.69633652492476,0.690659603054044,9.69556710036908,2.43117279405807e-08,0.0124341483580088
"992","WT","Spike","IgG1","Pfizer","Obesity",19,-2.82285614323832,0.673113728038245,-4.19372837850951,6.93736012848423,0.494710633666516,14.0230665289493,2.08850908187128e-10,0.000687452329315779
"993","WT","Spike","IgG1","Pfizer","Hypertension",19,-2.77227212820585,0.685654539900555,-4.04324913914802,6.93835325990797,0.504251561285878,13.7597060526985,2.76723299631446e-10,0.000942369263533912
"994","WT","Spike","IgG1","Pfizer","Cardiovascular",19,-0.0199389651986803,0.00713366241094137,-2.79505309476078,6.69633652492476,0.690659603054044,9.69556710036908,2.43117279405807e-08,0.0124341483580088
"995","WT","Spike","IgG1","Pfizer","Chronic.pulmonary.disease",19,-0.0199389651986803,0.00713366241094137,-2.79505309476078,6.69633652492476,0.690659603054044,9.69556710036908,2.43117279405807e-08,0.0124341483580088
"996","WT","Spike","IgG1","Pfizer","Asthma",19,-0.530835449428221,0.749334288667656,-0.708409394119767,6.84292940994511,0.730911538206185,9.36218550707126,6.81687611557217e-08,0.488884299665779
"997","WT","Spike","IgG1","Pfizer","Rheumatologic.disease",19,-3.66147794615449,0.739335322232702,-4.95239147386774,6.67556527281671,0.447342090671583,14.9227300806746,8.25589152752177e-11,0.00014407531412061
"998","WT","Spike","IgG1","Pfizer","Immunocompromise",19,-0.0199389651986803,0.00713366241094137,-2.79505309476078,6.69633652492476,0.690659603054044,9.69556710036908,2.43117279405807e-08,0.0124341483580088
"999","WT","Spike","IgG1","Pfizer","Smoker",19,0.149375080923135,0.741313885454404,0.201500449207926,6.62087597217425,0.803608202196793,8.23893528472583,3.77759968199961e-07,0.842846750279858
"1000","WT","Spike","IgG1","Pfizer","Allergic.disease",19,0.250495223148428,0.713276943747402,0.351189289579978,6.55871494212184,0.810253887873072,8.09464174166268,4.75911406072446e-07,0.730028111270177
"1001","WT","Spike","IgG1","Pfizer","Neurological.disease",19,-0.0199389651986803,0.00713366241094137,-2.79505309476078,6.69633652492476,0.690659603054044,9.69556710036908,2.43117279405807e-08,0.0124341483580088
"1002","WT","Spike","IgG2","Pfizer","Age",25,-0.0385352954730089,0.0140357880779397,-2.74550280034332,3.6724109558706,0.526448524964169,6.97582153187826,5.30316995274472e-07,0.0118057002687448
"1003","WT","Spike","IgG2","Pfizer","Sex",25,0.769913010841824,0.35703282114993,2.15642082529581,2.25965382457658,0.366101148555748,6.17221178761883,3.26723725877709e-06,0.0422460686848766
"1004","WT","Spike","IgG2","Pfizer","Immunosupressive.drugs",25,-0.0110509850826936,0.00368905325912935,-2.99561548897285,2.53670833452845,0.369018193676538,6.87420939671065,5.21751370622177e-07,0.0064564341334453
"1005","WT","Spike","IgG2","Pfizer","Obesity",25,-0.566639292128755,0.401980877454859,-1.40961753135231,2.58505800620893,0.3629704962872,7.12195077189831,3.84409804747494e-07,0.172633081236427
"1006","WT","Spike","IgG2","Pfizer","Hypertension",25,0.0116266248022754,0.461840181909577,0.0251745631014665,2.53649959552063,0.377397435929763,6.7210302827619,9.3557187734627e-07,0.980142682546999
"1007","WT","Spike","IgG2","Pfizer","Cardiovascular",25,-0.0110509850826936,0.00368905325912935,-2.99561548897285,2.53670833452845,0.369018193676538,6.87420939671065,5.21751370622177e-07,0.0064564341334453
"1008","WT","Spike","IgG2","Pfizer","Chronic.pulmonary.disease",25,-0.0110509850826936,0.00368905325912935,-2.99561548897285,2.53670833452845,0.369018193676538,6.87420939671065,5.21751370622177e-07,0.0064564341334453
